Class,Text,Text_Clean
0,How's ur paper?,Hows ur paper
0,Got smaller capacity one? Quite ex...,Got smaller capacity one Quite ex
1,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,Check Choose Babe Videos smsshsexnetUN fgkslpoPW fgkslpo
0,Im good! I have been thinking about you...,Im good thinking
1,u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),u r winner U ave specially selected 2 receive £1000 cash 4 holiday flights inc speak live operator 2 claim 0871277810710pmin 18
0,:-) :-),
0,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,thought bout Drink tap spile seven pub gas st broad st canal Ok
0,I am going to sleep. I am tired of travel.,going sleep tired travel
0,"Haha, just what I was thinkin",Haha thinkin
0,Yup but it's not giving me problems now so mayb i'll jus leave it...,Yup giving problems mayb ill jus leave
0,Lol no. Just trying to make your day a little more interesting,Lol trying make day little interesting
0,"How long before you get reply, just defer admission til next semester",long get reply defer admission til next semester
0,"The word \Checkmate\"" in chess comes from the Persian phrase \""Shah Maat\"" which means; \""the king is dead..\"" Goodmorning.. Have a good day..:)""",word Checkmate chess comes Persian phrase Shah Maat means king dead Goodmorning good day
0,Po de :-):):-):-):-). No need job aha.,Po de need job aha
0,Rats. Hey did u ever vote for the next themes?,Rats Hey u ever vote next themes
1,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",New Mobiles 2004 MUST GO Txt NOKIA 89545 collect today £1 www4tcbiz 2optout 08718726270150gbpmtmsg18 TXTAUCTION
0,I hope your pee burns tonite.,hope pee burns tonite
0,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",OH RITE WELL IM BEST MATE PETE WENT 4 WEEK 2GEVA LONGER WEEK
0,Yay can't wait to party together!,Yay cant wait party together
0,....photoshop makes my computer shut down.,photoshop makes computer shut
0,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,boys made fun today Ok problem sent one message fun
0,That's one of the issues but california is okay. No snow so its manageable,Thats one issues california okay snow manageable
1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,PRIVATE 2003 Account Statement shows 800 unredeemed points Call 08715203652 Identifier Code 42810 Expires 29100
0,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",Hmmm Mayb try e shoppin area one forgot e name hotel
0,"Awesome, that gonna be soon or later tonight?",Awesome gonna soon later tonight
0,I need details about that online job.,need details online job
1,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386 ,valued Vodafone customer computer picked win £150 prize collect easy call 09061743386
0,Missing you too.pray inshah allah,Missing toopray inshah allah
0,Pls help me tell Ashley that i cant find her number oh,Pls help tell Ashley cant find number oh
0,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,escape theatre Going watch KAVALAN minutes
0,S.this will increase the chance of winning.,Sthis increase chance winning
0,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,either way works ltgt years old Hope doesnt bother
0,Maybe you should find something else to do instead???,Maybe find something else instead
0,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,Gain rights wifedont demand iti trying husband tooLets see
0,I liked your new house,liked new house
0,I'm fine. Hope you are also,Im fine Hope also
0,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",Also north carolina texas atm would go gre site pay test results sent
0,Same to u...,u
0,yes baby! I need to stretch open your pussy!,yes baby need stretch open pussy
0,Thanks  and ! Or bomb and date as my phone wanted to say! ,Thanks bomb date phone wanted say
0,Ok...,Ok
0,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",Hey guy know breathing neck get bud anyway youd able get half track usf tonight
0,"\Response\"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So",Response one powerful weapon 2 occupy place others HEART
0,Nokia phone is lovly..,Nokia phone lovly
1,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,FREE MESSAGEThanks using Auction Subscription Service 18 150pMSGRCVD 2 Skip Auction txt 2 Unsubscribe txt STOP CustomerCare 08718726270
1,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,Bored housewives Chat n date 08717507711 BTnational rate 10pmin landlines
0,Sorry da..today i wont come to play..i have driving clas..,Sorry datoday wont come playi driving clas
0,I'm really sorry I lit your hair on fire,Im really sorry lit hair fire
0,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \sleep on a couch\"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?""",Oh Shit thought trip Loooooool makes much sense grins sofa reference sleep couch link sent Wasnt went trip Oh didnt babe go celebration rents
0,Okey dokey swashbuckling stuff what oh.,Okey dokey swashbuckling stuff oh
0,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",Watching cartoon listening music amp eve go temple amp church u
0,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,1 Tension face 2 Smiling face 3 Waste face 4 Innocent face 5Terror face 6Cruel face 7Romantic face 8Lovable face 9decent face ltgt joker face
0,Dip's cell dead. So i m coming with him. U better respond else we shall come back.,Dips cell dead coming U better respond else shall come back
0,Well. You know what i mean. Texting,Well know mean Texting
0,Hi dis is yijue i would be happy to work wif í_ all for gek1510...,Hi dis yijue would happy work wif í gek1510
0,Lol! Oops sorry! Have fun. ,Lol Oops sorry fun
0,Wat happened to the cruise thing,Wat happened cruise thing
0,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",know dat feelin Pete Wuld get em nuther place nuther time mayb
1,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,lyricalladie21F inviting friend Reply YES910 NO910 See wwwSMSacuhmmross STOP Send STOP FRND 62468
0,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,worlds happiest frnds never characters Dey best understanding differences
1,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,1 POLYPHONIC tone 4 ur mob every week txt PT2 87575 1st Tone FREE get txtin tell ur friends 150ptone 16 reply HL 4info
0,Yeah just open chat and click friend lists. Then make the list. Easy as pie,Yeah open chat click friend lists make list Easy pie
0,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,alright tylers got minor crisis home sooner thought asap
0,When/where do I pick you up,Whenwhere pick
0,As usual u can call me ard 10 smth.,usual u call ard 10 smth
0,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",New Theory Argument wins SITUATION loses PERSON dont argue ur friends kick amp say Im always correct
0,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,many things antibiotic used chest abdomen gynae infections even bone infections
0,Poor girl can't go one day lmao,Poor girl cant go one day lmao
0,Or just do that 6times,6times
1,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.,Todays Vodafone numbers ending 4882 selected receive £350 award number matches call 09064019014 receive £350 award
0,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,pls make note shes exposed Also find school anyone else vomiting dog cat house Let know later
0,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",Japanese Proverb one U none itU must Indian version one LET none itLEAVE finally Kerala version one Stop none Make strike
0,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,Sounds like could lot time spent chastity device boy grins take beatings like good dog Going lounge nice long bath
0,Its worse if if uses half way then stops. Its better for him to complete it.,worse uses half way stops better complete
0,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,Miserable dont tell u side effects birth control massive gut wrenching cramps first 2 months didnt sleep last night
0,Send me the new number,Send new number
0,Convey my regards to him,Convey regards
1,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,Want latest Video handset 750 anytime network mins Half price line rental Reply call 08000930705 delivery tomorrow
0,2 and half years i missed your friendship:-),2 half years missed friendship
0,I cant pick the phone right now. Pls send a message,cant pick phone right Pls send message
0,Oh for fuck's sake she's in like tallahassee,Oh fucks sake shes like tallahassee
0,"Haha, that was the first person I was gonna ask",Haha first person gonna ask
1,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",ou guaranteed latest Nokia Phone 40GB iPod MP3 player £500 prize Txt word COLLECT 83355 IBHltd LdnW15H 150pMtmsgrcvd18
0,Taka lor. Wat time u wan 2 come n look 4 us?,Taka lor Wat time u wan 2 come n look 4 us
1,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,FREE POLYPHONIC RINGTONE Text SUPER 87131 get FREE POLY TONE week 16 SN PoBox202 NR31 7ZS subscription 450pw
0,"\I;m reaching in another 2 stops.\""""",Im reaching another 2 stops
0,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",didnt mean post wrote like many times ive ritten stuff let sit feeling time angry left hit send stop wasnt checked phone got car wasnt said didnt sleep bored wouldnt time clean fold laundry etc least make bed
1,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,Warner Village 83118 C Colin Farrell SWAT wkend Warner Village get 1 free med PopcornJust show msgticketkioskValid 4712 C tc kiosk Reply SONY 4 mre film offers
0,Will you come online today night,come online today night
0,Then anything special?,anything special
0,"I'm in solihull, | do you want anything?",Im solihull want anything
0,Will do. Have a good day,good day
0,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,REGRET INFORM U NHS MADE MISTAKEU NEVER ACTUALLY BORNPLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATEDWE R SORRY 4 INCONVENIENCE
0,Love that holiday Monday feeling even if I have to go to the dentists in an hour,Love holiday Monday feeling even go dentists hour
0,I am on the way to tirupur.,way tirupur
1,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",Goal Arsenal 4 Henry 7 v Liverpool 2 Henry scores simple shot 6 yards pass Bergkamp give Arsenal 2 goal margin 78 mins
0,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,Youve already got flaky parent Itsnot supposed childs job support parentnot theyre Ride age anyway Im supposed support ive hurt unintentional hurt nonetheless
0,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,took hooch walk toaday fell Splat Grazed knees everything stayed home See tomorrow
0,"Just dropped em off, omw back now",dropped em omw back
1,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",2nd time tried 2 contact u U 750 Pound prize 2 claim easy call 08712101358 10p per min BTnationalrate
0,Sitting in mu waiting for everyone to get out of my suite so I can take a shower,Sitting mu waiting everyone get suite take shower
0,Re your call; You didn't see my facebook huh?,call didnt see facebook huh
0,"G says you never answer your texts, confirm/deny",G says never answer texts confirmdeny
0,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.",common hearin r u Wat r u ur day let ask u something different u smile today Gud evng
0,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,Hi Dear Call urgnt dont know whats problem dont want work problem least tell Wating reply
0,Oh yah... We never cancel leh... Haha ,Oh yah never cancel leh Haha
0,We can go 4 e normal pilates after our intro...  ,go 4 e normal pilates intro
0,Ok... Let u noe when i leave my house.,Ok Let u noe leave house
0,"Oh yes, why is it like torture watching england?",Oh yes like torture watching england
0,Wanna do some art?! :D,Wanna art
0,Just hopeing that wasnäóÖt too pissed up to remember and has gone off to his sisters or something!,hopeing wasnäóÖt pissed remember gone sisters something
1,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",Got takes 2 take part WRC Rally Oz U Lucozade Energy Text RALLY LE 61200 25p see packs lucozadecoukwrc itcould u
1,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",Hi SEXYCHAT girls waiting text Text great night chatting send STOP stop service
0,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",Good morning boytoy Hows yummy lips Wheres sexy buns think crave need
0,Match started.india  &lt;#&gt;  for 2,Match startedindia ltgt 2
0,Once free call me sir.,free call sir
0,Hey do you want anything to buy:),Hey want anything buy
0,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",Hey babe hows going ever figure going New Years
0,K..k.:)congratulation ..,Kkcongratulation
0,G wants to know where the fuck you are,G wants know fuck
0,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,cancelled yeah baby Well sounds important understand darlin give ring later fone love Kate x
0,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,Tomarrow want got court ltDECIMALgt come bus stand 9
0,íì go home liao? Ask dad to pick me up at 6...,íì go home liao Ask dad pick 6
0,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,Omg make wedding chapel frontierville get good stuff
0,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",Im eatin lor goin back work soon E mountain deer show huh watch b4 liao nice
0,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,Check maili mailed varma kept copy regarding membershiptake careinsha allah
0,Wrong phone! This phone! I answer this one but assume the other is people i don't well,Wrong phone phone answer one assume people dont well
0,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",Anyway dont think secure anything lemme know want drive south chill
0,I'm already back home so no probably not,Im already back home probably
1,Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!,Great News Call FREEFONE 08006344447 claim guaranteed £1000 CASH £2000 gift Speak live operator
1,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",Hi Amy sending free phone number couple days give access adult parties
0,I am in bus on the way to calicut,bus way calicut
0,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,Hi probably much fun get message thought id txt u cos im bored james farting night
0,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,hi baby im sat bloody bus mo wont home 730 wanna somethin later call later ortxt back jess xx
1,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",Welcome Select O2 service added benefits call specially trained advisors FREE mobile dialling 402
0,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,lost 4 pounds since doc visit last week woot woot Im gonna celebrate stuffing face
0,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,U coming back 4 dinner rite Dad ask confirm wif u
0,Doing my masters. When will you buy a bb cos i have for sale and how's bf,masters buy bb cos sale hows bf
0,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",Ahhhhjust woken uphad bad dream u thoso dont like u right didnt know anything comedy night guess im
0,I'm vivek:)i got call from your number.,Im viveki got call number
0,Why didn't u call on your lunch?,didnt u call lunch
0,"What i mean was i left too early to check, cos i'm working a 9-6.",mean left early check cos im working 96
0,I want  &lt;#&gt;  rs da:)do you have it?,want ltgt rs dado
0,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",bit Ur smile hppnss drop Ur tear sorrow part Ur heart life heart like mine wil care U forevr GOODFRIEND
0,Yup ok...,Yup ok
0,I want to see your pretty pussy...,want see pretty pussy
1,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,Dear Voucher holder next meal us Use following link pc 2 enjoy 2 4 1 dining experiencehttpwwwvouch4mecometlpdiningasp
0,"A few people are at the game, I'm at the mall with iouri and kaila",people game Im mall iouri kaila
1,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,URGENT trying contact U Todays draw shows £2000 prize GUARANTEED Call 09058094507 land line Claim 3030 Valid 12hrs
1,You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill,donate £250 UNICEFs Asian Tsunami disaster support fund texting DONATE 864233 £250 added next bill
0,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,Future planned tomorrow result today best present enjoy future
0,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,cme want go hos 2morow wil cme got dear didnt say time
0,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,supposed meet discuss abt trip Thought xuhui told afternoon Thought go lesson
0,Hey come online! Use msn... We are all there,Hey come online Use msn
0,I'm fine. Hope you are good. Do take care.,Im fine Hope good take care
0,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.,Oops shower u called Hey parking garage collapsed university hospital See Im crazy Stuff like happen
0,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,Aiyo u poor thing u dun wan 2 eat U bathe already
0,Yar... I tot u knew dis would happen long ago already.,Yar tot u knew dis would happen long ago already
0,You are gorgeous! keep those pix cumming :) thank you!,gorgeous keep pix cumming thank
0,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""",boy late 2 home father POWER FRNDSHIP
0,JADE ITS PAUL. Y DIDNÍT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,JADE PAUL DIDNÍT U TXT U REMEMBER BARMED WANT 2 TALK 2 U TXT
0,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),Spending new years brother family Lets plan meet next week ready spoiled
0,So what u doing today?,u today
0,I said its okay. Sorry,said okay Sorry
0,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,Slept thinkThis time ltgt pm dangerous
0,Networking job is there.,Networking job
1,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,goldviking 29M inviting friend Reply YES762 NO762 See wwwSMSacugoldviking STOP Send STOP FRND 62468
0,Dont let studying stress you out. L8r.,Dont let studying stress L8r
0,That's y u haf 2 keep me busy...,Thats u haf 2 keep busy
0,No rushing. I'm not working. I'm in school so if we rush we go hungry.,rushing Im working Im school rush go hungry
0,Which channel:-):-):):-).,channel
0,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,telling coulda real Valentine wasnt U never pick NOTHING
1,Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,Phony £350 award Todays Voda numbers ending XXXX selected receive £350 award match please call 08712300220 quoting claim code 3100 standard rates app
0,"We made it! Eta at taunton is 12:30 as planned, hope thatäóÖs still okday?! Good to see you! :-xx",made Eta taunton 1230 planned hope thatäóÖs still okday Good see xx
0,I'm hungry buy smth home...,Im hungry buy smth home
0,\HEY KATE,HEY KATE
0,My drive can only be read. I need to write,drive read need write
0,"Just looked it up and addie goes back Monday, sucks to be her",looked addie goes back Monday sucks
0,Happy new year. Hope you are having a good semester,Happy new year Hope good semester
0,Esplanade lor. Where else...,Esplanade lor else
0,Can you talk with me..,talk
0,"Hmph. Go head, big baller.",Hmph Go head big baller
0,Well its not like you actually called someone a punto. That woulda been worse.,Well like actually called someone punto woulda worse
0,"Nope. Since ayo travelled, he has forgotten his guy",Nope Since ayo travelled forgotten guy
0,You still around? Looking to pick up later,still around Looking pick later
1,CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,CDs 4u Congratulations ur awarded £500 CD gift vouchers £125 gift guaranteed Freeentry 2 £100 wkly draw xt MUSIC 87066 TnCs wwwldewcom1win150ppmx3age16
0,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,Theres someone year ltgt toyota camry like mr olayiwolas Mileage ltgt kits clean need know much sell raise dough soon landing sell Holla back
0,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,Guess pub im Im happy pig clover whatever saying
0,ILL B DOWN SOON,ILL B SOON
0,Oh k. . I will come tomorrow,Oh k come tomorrow
0,Go fool dont cheat others ok,Go fool dont cheat others ok
0,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",mobile numberpls sms ur mail idconvey regards achanammaRakheshQatar
0,"By the way, 'rencontre' is to meet again. Mountains dont....",way rencontre meet Mountains dont
1,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,guaranteed £1000 cash £2000 prize claim yr prize call customer service representative 08714712412 10am7pm Cost 10p
0,U attend ur driving lesson how many times a wk n which day?,U attend ur driving lesson many times wk n day
0,"Uncle G, just checking up on you. Do have a rewarding month",Uncle G checking rewarding month
0,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,Hello boytoy Geeee Im missing today like send tm remind Im thinking loved loving kiss
0,I think the other two still need to get cash but we can def be ready by 9,think two still need get cash def ready 9
0,Hey gals...U all wanna meet 4 dinner at níåte? ,Hey galsU wanna meet 4 dinner níåte
1,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,Dear 0776xxxxxxx Uve invited XCHAT final attempt contact u Txt CHAT 86688 150pMsgrcvdHGSuite3422LandsRowW1J6HL LDN 18yrs
0,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,Babe talking think good boy missing love
0,Great! How is the office today?,Great office today
0,"It's cool, we can last a little while. Getting more any time soon?",cool last little Getting time soon
0,:-( sad puppy noise,sad puppy noise
0,Yes its possible but dint try. Pls dont tell to any one k,Yes possible dint try Pls dont tell one k
0,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,Anyway holla whenever youre around need excuse go creep people sarasota
0,Where you. What happen,happen
0,I was gonna ask you lol but i think its at 7,gonna ask lol think 7
1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,Ur cashbalance currently 500 pounds maximize ur cashin send GO 86688 150pmeg CC 08718720201 HGSuite3422lands RowW1j6HL
1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,PRIVATE 2003 Account Statement shows 800 unredeemed SIM points Call 08715203685 Identifier Code4xx26 Expires 131004
0,Go chase after her and run her over while she's crossing the street,Go chase run shes crossing street
1,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),Id like tell deepest darkest fantasies Call 09094646631 60pmin stop texts call 08712460324 nat rate
0,Is there coming friday is leave for pongal?do you get any news from your work place.,coming friday leave pongaldo get news work place
0,Hey... Very inconvenient for your sis a not huh?,Hey inconvenient sis huh
0,Ok i vl..do u know i got adsense approved..,Ok vldo u know got adsense approved
0,"* Was really good to see you the other day dudette, been missing you!",really good see day dudette missing
0,I want to go to perumbavoor,want go perumbavoor
0,How many times i told in the stage all use to laugh. You not listen aha.,many times told stage use laugh listen aha
1,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,wont believe true Incredible Txts Reply G learn truly amazing things blow mind O2FWD 18ptxt
0,(You didn't hear it from me),didnt hear
0,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,Thanks talk saturday dear cherish brother role model
0,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,Pls clarify back open return ticket preponed go back kerala
1,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,Natalie 20F inviting friend Reply YES165 NO165 See wwwSMSacunatalie2k9 STOP Send STOP FRND 62468
0,She ran off with a younger man. we will make pretty babies together :),ran younger man make pretty babies together
1,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,Jamster get free wallpaper text HEART 88888 TC apply 16 Need Help Call 08701213186
0,O ic lol. Should play 9 doors sometime yo,ic lol play 9 doors sometime yo
0,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",Dunno dad said coming home 2 bring us 4 lunch Yup go w u lor call u reach school lor
0,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",sent JD Customer Service cum Accounts Executive ur mail id details contact us
0,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,Desires u going doctor 4 liver get bit stylish Get ur hair managed Thats
0,Hmmm.still we dont have opener?,Hmmmstill dont opener
0,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,Yeah basically time next week get away mom amp get 3
0,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM",Edison rightly said fool ask questions wise man answer know us speechless ViVa GM
0,I will vote for wherever my heart guides me,vote wherever heart guides
0,With my sis lor... We juz watched italian job.,sis lor juz watched italian job
0,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",Tick tick tick could die loneliness know pouts stomps feet need
0,Lmao you know me so well...,Lmao know well
